identity_key,display_ref,canonical_mt_ref,canonical_lxx_ref,total_occurrences,current_occurrences,historical_occurrences,source_kinds,sample_liturgical_places,hour_themes,patristic_homily_slug,chapter_study_slug,audio_slug,site_note
rid_653ebdc7b04cb4c2ecd4,Ps 27:10 (LXX Ps 26:10),Ps 27:10,Ps 26:10,1,1,0,special_service,funeral | part_4 | part_4,,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_7fcb8d6c012c0e48fded,Ps 27:12 (LXX Ps 26:12),Ps 27:12,Ps 26:12,1,1,0,pascha_day_hour,Good Friday | First Hour | Psalm+Gospel,the beginning of the day and watchfulness,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_11319a9f8727e21ccf58,"Ps 27:12,35:11,35:12,35:16 (LXX Ps 26:12; Ps 34:11; Ps 34:12; Ps 34:16)","Ps 27:12,35:11,35:12,35:16",Ps 26:12; Ps 34:11; Ps 34:12; Ps 34:16,1,0,1,pascha_source_text,Good Friday | First Hour | Psalm,the beginning of the day and watchfulness,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_27adc71f2e15e144538d,Ps 27:13 (LXX Ps 26:13),Ps 27:13,Ps 26:13,1,1,0,katameros_cycle,vespers_psalm | vespers_psalm,,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_70f73e89dbacfdfaccc2,Ps 27:13-14 (LXX Ps 26:13-14),Ps 27:13-14,Ps 26:13-14,17,17,0,copticchurch_date; katameros_cycle,Monday of the second week of the holy fifty days | Vespers | Psalm,evening thanksgiving and watchfulness,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_270fd72d32197c6dad0d,Ps 27:14 (LXX Ps 26:14),Ps 27:14,Ps 26:14,14,14,0,copticchurch_date; katameros_cycle,Sunday of the fourth week of Great Lent | Vespers | Psalm,evening thanksgiving and watchfulness,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_504e3fd1cc0b096c32dc,Ps 27:2 (LXX Ps 26:2),Ps 27:2,Ps 26:2,13,13,0,copticchurch_date,The third Sunday of Mesra | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_b819eb71055bc3b85dec,"Ps 27:3,27:4 (LXX Ps 26:3; Ps 26:4)","Ps 27:3,27:4",Ps 26:3; Ps 26:4,1,1,0,pascha_day_hour,Great Thursday Eve | Ninth Hour | Psalm+Gospel,the saving death of Christ and repentance,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f3b39c880ebae5975db0,Ps 27:4 (LXX Ps 26:4),Ps 27:4,Ps 26:4,1,1,0,katameros_cycle,matins_psalm | matins_psalm,,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2c4cd6a5a9c9ab869ec2,Ps 27:6 (LXX Ps 26:6),Ps 27:6,Ps 26:6,13,13,0,copticchurch_date,The third Sunday of Mesra | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_7b5fd9e4b5ebbde3fa09,"Ps 27:6,27:7 (LXX Ps 26:6; Ps 26:7)","Ps 27:6,27:7",Ps 26:6; Ps 26:7,1,0,1,pascha_source_text,Monday Eve | First Hour | Psalm,the beginning of the day and watchfulness,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_3d9a9a78cda382fe1224,Ps 27:6-8 (LXX Ps 26:6-8),Ps 27:6-8,Ps 26:6-8,15,15,0,copticchurch_date; katameros_cycle,Saturday of the third week of Great Lent | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ec6950b521140d35e58b,"Ps 27:7,27:8 (LXX Ps 26:7; Ps 26:8)","Ps 27:7,27:8",Ps 26:7; Ps 26:8,16,16,0,copticchurch_date,Monday of the fourth week of Great Lent | Matins | Psalm,awakening to praise and repentance,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_82427ac85ae37d78b591,Ps 27:7-8 (LXX Ps 26:7-8),Ps 27:7-8,Ps 26:7-8,18,18,0,copticchurch_date; katameros_cycle,Wednesday of the third week of Great Lent | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_368a541c82036c609653,Ps 27:8-10 (LXX Ps 26:8-10),Ps 27:8-10,Ps 26:8-10,16,16,0,copticchurch_date,Sunday of the second week of Great Lent | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_73a621b6f24ed178706e,Ps 27:8-9 (LXX Ps 26:8-9),Ps 27:8-9,Ps 26:8-9,1,1,0,katameros_cycle,liturgy_psalm | liturgy_psalm,,,ps-27,ps-27,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_558f4c3df70e041c7bbe,Ps 28:1-2 (LXX Ps 27:1-2),Ps 28:1-2,Ps 27:1-2,16,16,0,copticchurch_date,Monday of the second week of Great Lent | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-28,ps-28,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_87de5e3ee85b816b137f,Ps 28:2 (LXX Ps 27:2),Ps 28:2,Ps 27:2,18,18,0,copticchurch_date; katameros_cycle,Friday of the fourth week of Great Lent | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-28,ps-28,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2f2e71f89f23487080f4,"Ps 28:3,28:4,35:4 (LXX Ps 27:3; Ps 27:4; Ps 34:4)","Ps 28:3,28:4,35:4",Ps 27:3; Ps 27:4; Ps 34:4,1,0,1,pascha_source_text,Good Friday Eve | Ninth Hour | Psalm,the saving death of Christ and repentance,,ps-28,ps-28,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_9c25c925946ffdeb0807,Ps 28:3-4 (LXX Ps 27:3-4),Ps 28:3-4,Ps 27:3-4,1,1,0,special_service,myron_consecration | matins | matins,,,ps-28,ps-28,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ab1f442f11a6cfdd8f91,Ps 28:6 (LXX Ps 27:6),Ps 28:6,Ps 27:6,1,1,0,katameros_cycle,Third Sunday of Misra | liturgy_psalm | liturgy_psalm,,,ps-28,ps-28,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_6fbe32f6115c70bc350b,Ps 28:6-7 (LXX Ps 27:6-7),Ps 28:6-7,Ps 27:6-7,17,17,0,copticchurch_date; katameros_cycle,Friday of the fourth week of Great Lent | Matins | Psalm,awakening to praise and repentance,,ps-28,ps-28,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_df3621665351604f3dca,Ps 28:8 (LXX Ps 27:8),Ps 28:8,Ps 27:8,17,17,0,copticchurch_date; katameros_cycle,Monday of the sixth week of the holy fifty days | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-28,ps-28,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_9a7a01882f0715421f56,Ps 28:8-9 (LXX Ps 27:8-9),Ps 28:8-9,Ps 27:8-9,17,17,0,copticchurch_date; katameros_cycle,The fourth Sunday of Tout | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-28,ps-28,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f736a28725c230a545fd,Ps 28:9 (LXX Ps 27:9),Ps 28:9,Ps 27:9,34,34,0,copticchurch_date; katameros_cycle,Monday of the sixth week of the holy fifty days | Liturgy | Psalm,awakening to praise and repentance; the Eucharistic gathering of the Church,,ps-28,ps-28,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_6082cb57cda84f2bf806,"Ps 28:9,28:2 (LXX Ps 27:9; Ps 27:2)","Ps 28:9,28:2",Ps 27:9; Ps 27:2,2,0,2,pascha_source_text,Monday Eve | Third Hour | Psalm || Tuesday Eve | Third Hour | Psalm,the descent of the Holy Spirit and the trial of the heart,,ps-28,ps-28,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_433d8a46afac9918b11f,Ps 29 (LXX Ps 28),Ps 29,Ps 28,1,1,0,agpeya,Third Hour (Terce) | Third Hour (Terce) | psalm,,,ps-29,ps-29,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_7d2db81fc4ff3fb89d84,"Ps 29:1,29:2 (LXX Ps 28:1; Ps 28:2)","Ps 29:1,29:2",Ps 28:1; Ps 28:2,2,0,2,pascha_source_text,Monday Eve | Sixth Hour | Psalm || Tuesday Eve | Sixth Hour | Psalm,the Cross and the Lord's willing suffering,,ps-29,ps-29,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_bb075d6d55756034bb0b,Ps 29:1-2 (LXX Ps 28:1-2),Ps 29:1-2,Ps 28:1-2,1,1,0,katameros_cycle,liturgy_psalm | liturgy_psalm,,,ps-29,ps-29,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e85eb1bf5f2c5af4081b,Ps 29:10-11 (LXX Ps 28:10-11),Ps 29:10-11,Ps 28:10-11,30,30,0,copticchurch_date; katameros_cycle,Friday of the second week of Great Lent | Liturgy | Psalm,awakening to praise and repentance; the Eucharistic gathering of the Church,,ps-29,ps-29,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_c6a5af6484d31b38f40f,Ps 29:3-4 (LXX Ps 28:3-4),Ps 29:3-4,Ps 28:3-4,18,18,0,copticchurch_date; katameros_cycle; special_service,The Feast of Epiphany | Matins | Psalm,awakening to praise and repentance,,ps-29,ps-29,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_6e43995c594aaa1275b8,"Ps 2:1-2,2:4-5","Ps 2:1-2,2:4-5","Ps 2:1-2,2:4-5",1,0,1,pascha_source_text,Good Friday Eve | Eleventh Hour | Psalm,the late call to repentance and mercy,,ps-2,ps-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_508ef855fc183ab65082,Ps 2:1-5,Ps 2:1-5,Ps 2:1-5,1,1,0,pascha_day_hour,Great Thursday Eve | Eleventh Hour | Psalm+Gospel,the late call to repentance and mercy,,ps-2,ps-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_12c5a7306c40fa4d5b8e,Ps 2:10,Ps 2:10,Ps 2:10,16,16,0,copticchurch_date; katameros_cycle,Sunday of the week before Great Lent | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-2,ps-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_cce155ddb776c3d15ddc,Ps 2:11,Ps 2:11,Ps 2:11,16,16,0,copticchurch_date; katameros_cycle,Sunday of the week before Great Lent | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-2,ps-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_83e1efe4a41b6fe930d4,Ps 2:7-8,Ps 2:7-8,Ps 2:7-8,21,21,0,copticchurch_date; katameros_cycle,Christmas | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-2,ps-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_900223c7e0bfd5ec0cd5,Ps 3,Ps 3,Ps 3,2,2,0,agpeya,First Hour (Prime / Morning Prayer) | First Hour (Prime / Morning Prayer) | psalm || Midnight Prayer - First Watch | Midnight Prayer - First Watch | psalm,,,ps-3,ps-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_3c4be3bea821f587687e,Ps 30 (LXX Ps 29),Ps 30,Ps 29,2,2,0,agpeya,Third Hour (Terce) | Third Hour (Terce) | psalm || Veil Prayer | Veil Prayer | psalm,,,ps-30,ps-30,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_55eed5f129eccb50440a,Ps 30:1-2 (LXX Ps 29:1-2),Ps 30:1-2,Ps 29:1-2,17,17,0,copticchurch_date; katameros_cycle,Friday of the first week of Great Lent | Matins | Psalm,awakening to praise and repentance,,ps-30,ps-30,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_693ceead60edad11e284,Ps 30:10 (LXX Ps 29:10),Ps 30:10,Ps 29:10,1,1,0,katameros_cycle,First Sunday of Tut | vespers_psalm | vespers_psalm,,,ps-30,ps-30,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_83e75d62ea7c67d9c9f8,Ps 30:3-11 (LXX Ps 29:3-11),Ps 30:3-11,Ps 29:3-11,1,1,0,katameros_cycle,Lazarus Saturday of Great Lent | matins_psalm | matins_psalm,,,ps-30,ps-30,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_0b330a8e5afcc0fcd051,Ps 30:4 (LXX Ps 29:4),Ps 30:4,Ps 29:4,1,1,0,katameros_cycle,First Sunday of Tut | vespers_psalm | vespers_psalm,,,ps-30,ps-30,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8f304c8a6b3b1e2bf26d,"Ps 30:4,30:10 (LXX Ps 29:4; Ps 29:10)","Ps 30:4,30:10",Ps 29:4; Ps 29:10,16,16,0,copticchurch_date,The first Sunday of Tout | Vespers | Psalm,evening thanksgiving and watchfulness,,ps-30,ps-30,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5a55541cf8253dd804a7,Ps 30:5-7 (LXX Ps 29:5-7),Ps 30:5-7,Ps 29:5-7,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the first week of the holy fifty days | Vespers | Psalm,evening thanksgiving and watchfulness,,ps-30,ps-30,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f4190d43081c8f120376,Ps 31:1 (LXX Ps 30:1),Ps 31:1,Ps 30:1,17,17,0,copticchurch_date; katameros_cycle,The first Sunday of Tout | Matins | Psalm,awakening to praise and repentance,,ps-31,ps-31,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_48dfe9646ffb5a45054c,Ps 31:1-2 (LXX Ps 30:1-2),Ps 31:1-2,Ps 30:1-2,1,1,0,special_service,myron_consecration | matins | matins,,,ps-31,ps-31,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_cc9fc905a63ca665f2db,Ps 31:10 (LXX Ps 30:10),Ps 31:10,Ps 30:10,15,15,0,copticchurch_date,Tuesday of the third week of Great Lent | Matins | Psalm,awakening to praise and repentance,,ps-31,ps-31,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_174de3e07320e2617e1c,Ps 31:16-17 (LXX Ps 30:16-17),Ps 31:16-17,Ps 30:16-17,17,17,0,copticchurch_date; katameros_cycle,Thursday of the seventh week of the holy fifty days | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-31,ps-31,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_c74f5af33be65e539e09,"Ps 31:18,31:13 (LXX Ps 30:18; Ps 30:13)","Ps 31:18,31:13",Ps 30:18; Ps 30:13,1,1,0,pascha_day_hour,Great Thursday | Sixth Hour | Psalm+Gospel,the Cross and the Lord's willing suffering,,ps-31,ps-31,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e585bebabe8f4a24e837,Ps 31:19 (LXX Ps 30:19),Ps 31:19,Ps 30:19,66,66,0,copticchurch_date; katameros_cycle,Mesra 26 | Vespers | Psalm,awakening to praise and repentance; evening thanksgiving and watchfulness; the Eucharistic gathering of the Church,,ps-31,ps-31,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_422fbfe3ce63e66b1d75,Ps 31:23 (LXX Ps 30:23),Ps 31:23,Ps 30:23,34,34,0,copticchurch_date; katameros_cycle,Mesra 26 | Vespers | Psalm,awakening to praise and repentance; evening thanksgiving and watchfulness,,ps-31,ps-31,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_46858567c6e77bfa24a1,Ps 31:24 (LXX Ps 30:24),Ps 31:24,Ps 30:24,14,14,0,copticchurch_date; katameros_cycle,Sunday of the fourth week of Great Lent | Matins | Psalm,awakening to praise and repentance,,ps-31,ps-31,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_86c9a745e5f6a59c5bb1,Ps 31:26 (LXX Ps 30:26),Ps 31:26,Ps 30:26,16,16,0,copticchurch_date,The first Sunday of Tout | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-31,ps-31,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f666995b5f932bc4ad80,Ps 31:33 (LXX Ps 30:33),Ps 31:33,Ps 30:33,13,13,0,copticchurch_date,Sunday of the fourth week of Great Lent | Matins | Psalm,awakening to praise and repentance,,ps-31,ps-31,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_b645bce981a16ea01931,Ps 31:5 (LXX Ps 30:5),Ps 31:5,Ps 30:5,1,1,0,pascha_day_hour,Good Friday | Eleventh Hour | Psalm+Gospel,the late call to repentance and mercy,,ps-31,ps-31,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_cff3b20c2320a240540e,Ps 32:1 (LXX Ps 31:1),Ps 32:1,Ps 31:1,32,32,0,copticchurch_date,Saturday of the sixth week of Great Lent | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-32,ps-32,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ba8b9ebb4bc497c3bc29,Ps 32:1-2 (LXX Ps 31:1-2),Ps 32:1-2,Ps 31:1-2,35,35,0,copticchurch_date; katameros_cycle; special_service,Baba 14 | Liturgy | Psalm,awakening to praise and repentance; the Eucharistic gathering of the Church,,ps-32,ps-32,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_3f7f2fa35957c2d0b3c4,Ps 32:10 (LXX Ps 31:10),Ps 32:10,Ps 31:10,1,1,0,katameros_cycle,matins_psalm | matins_psalm,,,ps-32,ps-32,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ffa2190a576fd234bab0,Ps 32:10-11 (LXX Ps 31:10-11),Ps 32:10-11,Ps 31:10-11,31,31,0,copticchurch_date; katameros_cycle,Friday of the seventh week of Great Lent | Matins | Psalm,awakening to praise and repentance,,ps-32,ps-32,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_32bc5e1d68b32f0bee91,Ps 32:11 (LXX Ps 31:11),Ps 32:11,Ps 31:11,242,242,0,copticchurch_date; katameros_cycle,Abib 7 | Vespers | Psalm,evening thanksgiving and watchfulness,,ps-32,ps-32,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_b35e77527eea46ab612b,Ps 32:2 (LXX Ps 31:2),Ps 32:2,Ps 31:2,16,16,0,copticchurch_date,Saturday of the sixth week of Great Lent | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-32,ps-32,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a0854475f5190421add9,Ps 32:2-3 (LXX Ps 31:2-3),Ps 32:2-3,Ps 31:2-3,16,16,0,copticchurch_date; katameros_cycle,Tuesday of the third week of Great Lent | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-32,ps-32,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8432cc59f5d51c552321,Ps 32:5 (LXX Ps 31:5),Ps 32:5,Ps 31:5,32,32,0,copticchurch_date; katameros_cycle,Monday of the third week of Great Lent | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-32,ps-32,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_51c768882a9b44a7df4b,Ps 32:6 (LXX Ps 31:6),Ps 32:6,Ps 31:6,140,140,0,copticchurch_date; katameros_cycle,Abib 7 | Vespers | Psalm,evening thanksgiving and watchfulness,,ps-32,ps-32,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1787bbbeacaf6837283f,Ps 32:8 (LXX Ps 31:8),Ps 32:8,Ps 31:8,17,17,0,copticchurch_date; katameros_cycle,Saturday of the third week of the holy fifty days | Vespers | Psalm,evening thanksgiving and watchfulness,,ps-32,ps-32,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8362fc480566bba18f8a,Ps 33:1 (LXX Ps 32:1),Ps 33:1,Ps 32:1,195,195,0,copticchurch_date; katameros_cycle,Abib 7 | Matins | Psalm,awakening to praise and repentance,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a66b899b7560404ddb7d,Ps 33:1-2 (LXX Ps 32:1-2),Ps 33:1-2,Ps 32:1-2,10,10,0,copticchurch_date,The second Sunday of Paona | Matins | Psalm,awakening to praise and repentance,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e2e0dbf183569f4ac715,Ps 33:10 (LXX Ps 32:10),Ps 33:10,Ps 32:10,2,2,0,coptic_reader_fixture; pascha_day_hour,Wednesday | First Hour | Psalm+Gospel || Wednesday | First Hour | psalm,the beginning of the day and watchfulness,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_0646981a0fb56473abc0,"Ps 33:10,33:11 (LXX Ps 32:10; Ps 32:11)","Ps 33:10,33:11",Ps 32:10; Ps 32:11,2,2,0,pascha_day_hour,Monday Eve | Ninth Hour | Psalm+Gospel || Tuesday Eve | Ninth Hour | Psalm+Gospel,the saving death of Christ and repentance,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2636aa0f9502858413e1,Ps 33:10-11 (LXX Ps 32:10-11),Ps 33:10-11,Ps 32:10-11,1,0,1,pascha_source_text,Tuesday Eve | Ninth Hour | Psalm,the saving death of Christ and repentance,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_78a462333d03b96e5072,Ps 33:12 (LXX Ps 32:12),Ps 33:12,Ps 32:12,184,184,0,copticchurch_date; katameros_cycle,Abib 7 | Matins | Psalm,awakening to praise and repentance,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_c43160a95b2eb245c8f7,Ps 33:18 (LXX Ps 32:18),Ps 33:18,Ps 32:18,15,15,0,copticchurch_date; katameros_cycle,The first Sunday of Mesra | Vespers | Psalm,evening thanksgiving and watchfulness,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a43d5e8d6fe354391736,Ps 33:20-21 (LXX Ps 32:20-21),Ps 33:20-21,Ps 32:20-21,49,49,0,copticchurch_date; katameros_cycle,The first Sunday of Mesra | Matins | Psalm,awakening to praise and repentance; the Eucharistic gathering of the Church,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a433b95115022db884be,Ps 33:22 (LXX Ps 32:22),Ps 33:22,Ps 32:22,15,15,0,copticchurch_date; katameros_cycle,The first Sunday of Mesra | Vespers | Psalm,evening thanksgiving and watchfulness,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f40d44b1555a0891acdf,Ps 33:3 (LXX Ps 32:3),Ps 33:3,Ps 32:3,1,1,0,katameros_cycle,Reading for Thomas Sunday | vespers_psalm | vespers_psalm,,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_40fc97e8b4ca656b018b,"Ps 33:3,33:4 (LXX Ps 32:3; Ps 32:4)","Ps 33:3,33:4",Ps 32:3; Ps 32:4,16,16,0,copticchurch_date,Thomas Sunday | Vespers | Psalm,evening thanksgiving and watchfulness,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a3f9f3a72421beb32d36,Ps 33:4 (LXX Ps 32:4),Ps 33:4,Ps 32:4,1,1,0,katameros_cycle,Reading for Thomas Sunday | vespers_psalm | vespers_psalm,,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_fd6a75debe7087043bbf,Ps 33:4-5 (LXX Ps 32:4-5),Ps 33:4-5,Ps 32:4-5,17,17,0,copticchurch_date; katameros_cycle,The fourth Sunday of Tout | Vespers | Psalm,evening thanksgiving and watchfulness,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f09dc69c45956ea2afa2,Ps 33:5 (LXX Ps 32:5),Ps 33:5,Ps 32:5,16,16,0,copticchurch_date,Saturday of the seventh week of the holy fifty days | Matins | Psalm,awakening to praise and repentance,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_baf5c06fe64501b81dec,Ps 33:5-6 (LXX Ps 32:5-6),Ps 33:5-6,Ps 32:5-6,16,16,0,copticchurch_date; katameros_cycle,Sunday of the fifth week of Great Lent | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_de1f54585c672ba1bb5c,Ps 33:6 (LXX Ps 32:6),Ps 33:6,Ps 32:6,30,30,0,copticchurch_date; katameros_cycle,Hator 8 | Matins | Psalm,awakening to praise and repentance,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8deada2789dcc9bf3ba7,Ps 33:9 (LXX Ps 32:9),Ps 33:9,Ps 32:9,14,14,0,copticchurch_date; katameros_cycle,Hator 8 | Matins | Psalm,awakening to praise and repentance,,ps-33,ps-33,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_86ed673c600fba3bfb18,Ps 34 (LXX Ps 33),Ps 34,Ps 33,1,1,0,agpeya,Third Hour (Terce) | Third Hour (Terce) | psalm,,,ps-34,ps-34,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_c0650cd49c7d1b695a6d,Ps 34:1-2 (LXX Ps 33:1-2),Ps 34:1-2,Ps 33:1-2,18,18,0,copticchurch_date; katameros_cycle,The first Sunday of Baba | Liturgy | Psalm,the Eucharistic gathering of the Church,,ps-34,ps-34,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_15b7f83ae45b07f05073,Ps 34:11 (LXX Ps 33:11),Ps 34:11,Ps 33:11,17,17,0,copticchurch_date; katameros_cycle,The Second Day of Feast of Epiphany | Matins | Psalm,awakening to praise and repentance,,ps-34,ps-34,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_319b329ecbcc6aa30932,Ps 34:15 (LXX Ps 33:15),Ps 34:15,Ps 33:15,9,9,0,copticchurch_date; katameros_cycle,Paona 2 | Liturgy | Psalm || liturgy_psalm | liturgy_psalm,the Eucharistic gathering of the Church,,ps-34,ps-34,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5c29e824d04850f4a428,"Ps 34:17,34:18 (LXX Ps 33:17; Ps 33:18)","Ps 34:17,34:18",Ps 33:17; Ps 33:18,78,78,0,copticchurch_date,Abib 27 | Vespers | Psalm,evening thanksgiving and watchfulness,,ps-34,ps-34,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
