old_occasion,identity_key,display_ref,service_section,service_hour,slot,slot_type,presentation_duplicate_rows,specific_coptic_day_count,specific_coptic_days,source_row_ids,validated,source_of_confusion,fix
annual fixed Coptic day,rid_3101c602e492860deba6,Matt 3:1-12,vespers_gospel,,vespers_gospel,gospel,1,1,Tubah 11,1656,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_37424e94554789b41fc3,Matt 12:15-23,vespers_gospel,,vespers_gospel,gospel,1,1,Kiyahk 30,1511,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3de258c188865885d6f4,Lk 10:1-20,vespers_gospel,,vespers_gospel,gospel,2,2,Babah 14; Baramhat 25,530; 2575,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3ea189be98ad416c9c45,Mark 8:34-38,vespers_gospel,,vespers_gospel,gospel,1,1,Hatur 8,849,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_5f3b71efce249c4e3902,Jn 15:7-16,vespers_gospel,,vespers_gospel,gospel,7,7,Abib 16; Amshir 29; Barmuda 16; Bashans 16; Kiyahk 24; Mesra 28; Tubah 4,1443; 1566; 2252; 2826; 3186; 3939; 4426,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_60bfb4f154af61093493,Lk 9:28-36,vespers_gospel,,vespers_gospel,gospel,2,2,Baramhat 21; Mesra 13,2518; 4242,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_71bf10373c4c8834ed5d,Jn 8:28-42,vespers_gospel,,vespers_gospel,gospel,3,3,Baramhat 10; Mesra 12; Tut 17,201; 2386; 4233,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_71fbfe15dadcf0c7a58b,Matt 16:21-26,vespers_gospel,,vespers_gospel,gospel,1,1,Tut 19,222,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_730c8ed90f20240ac585,Matt 8:5-13,vespers_gospel,,vespers_gospel,gospel,7,7,Abib 25; Babah 28; Babah 8; Barmuda 28; Bashans 25; Hatur 25; Tubah 5,452; 716; 1071; 1577; 2964; 3298; 4040,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_733e42b7085cfc862545,Mark 1:16-22,vespers_gospel,,vespers_gospel,gospel,8,8,Abib 23; Babah 29; Baramhat 6; Hatur 27; Hatur 5; Kiyahk 16; Mesra 10; Mesra 17,728; 810; 1095; 1356; 2340; 4016; 4208; 4292,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7abf0c0a4a3c6bdfc574,Jn 7:40-53,vespers_gospel,,vespers_gospel,gospel,1,1,Kiyahk 23,1433,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7ac194a21c50a7f2088b,Lk 22:24-30,vespers_gospel,,vespers_gospel,gospel,5,5,Abib 7; Amshir 2; Babah 20; Kiyahk 25; Kiyahk 7,614; 1237; 1454; 1904; 3827,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7be2a37ebca10adca7ea,Matt 14:1-12,vespers_gospel,,vespers_gospel,gospel,1,1,Tut 2,15,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7f57959f19458a944d69,Matt 24:42-47,vespers_gospel,,vespers_gospel,gospel,21,21,Al-Nasi 4; Amshir 12; Amshir 15; Amshir 19; Amshir 3; Babah 13; Babah 25; Babah 7; Baramhat 9; Barmuda 1; Barmuda 10; Bashans 20; Baunah 16; Baunah 29; Hatur 16; Kiyahk 11; Kiyahk 12; Kiyahk 2; Tubah 14; Tubah 17; Tubah 25,439; 517; 677; 950; 1171; 1291; 1304; 1689; 1725; 1826; 1917; 2027; 2068; 2120; 2374; 2637; 2747; 3237; 3562; 3728; 4495,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_80b8f58fe4c9388d024c,Matt 5:1-16,vespers_gospel,,vespers_gospel,gospel,17,17,Amshir 14; Amshir 18; Amshir 27; Babah 3; Babah 5; Babah 9; Bashans 12; Bashans 28; Hatur 17; Hatur 21; Hatur 6; Kiyahk 1; Kiyahk 15; Mesra 14; Tubah 7; Tut 13; Tut 30,155; 346; 389; 417; 467; 825; 967; 1018; 1156; 1342; 1602; 2053; 2107; 2225; 3139; 3338; 4258,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_857340c0111a6419e273,Lk 7:18-28,vespers_gospel,,vespers_gospel,gospel,1,1,Baunah 2,3392,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_875283c8a2bfb534d4ab,Lk 11:37-51,vespers_gospel,,vespers_gospel,gospel,18,18,Amshir 26; Babah 21; Baramhat 23; Barmuda 5; Barmuda 7; Bashans 5; Baunah 20; Baunah 26; Baunah 9; Kiyahk 20; Kiyahk 5; Mesra 22; Mesra 4; Tubah 15; Tut 25; Tut 4; Tut 6; Tut 8,44; 65; 94; 285; 627; 1207; 1401; 1701; 2209; 2547; 2691; 2712; 3050; 3480; 3614; 3687; 4137; 4352,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8edc51c462bedd943665,Lk 10:38-42,vespers_gospel,,vespers_gospel,gospel,5,5,Bashans 1; Baunah 21; Kiyahk 3; Mesra 16; Tubah 21,1186; 1779; 3002; 3628; 4282,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_92aae2895a59ca365431,Matt 4:23-25,vespers_gospel,,vespers_gospel,gospel,17,17,Amshir 14; Amshir 18; Amshir 27; Babah 3; Babah 5; Babah 9; Bashans 12; Bashans 28; Hatur 17; Hatur 21; Hatur 6; Kiyahk 1; Kiyahk 15; Mesra 14; Tubah 7; Tut 13; Tut 30,154; 345; 388; 416; 466; 824; 966; 1017; 1155; 1341; 1601; 2052; 2106; 2224; 3138; 3337; 4257,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_947a68de15187ad3334b,Lk 3:23-38,vespers_gospel,,vespers_gospel,gospel,1,1,Kiyahk 29,1501,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_9b8a1d3e41518d6db83a,Matt 15:1-11,vespers_gospel,,vespers_gospel,gospel,1,1,Mesra 29,4438,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_9c3906f711c59b5c5078,Lk 7:28-35,vespers_gospel,,vespers_gospel,gospel,1,1,Baunah 30,3740,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_a004dadd4c0a8fc5c27e,Matt 1:1-17,vespers_gospel,,vespers_gospel,gospel,1,1,Kiyahk 28,1491,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_a2305e5f7df71ec0722c,Matt 26:6-13,vespers_gospel,,vespers_gospel,gospel,24,24,Abib 1; Abib 17; Abib 28; Babah 1; Babah 6; Baramhat 15; Baramhat 26; Barmuda 11; Barmuda 25; Barmuda 6; Barmuda 8; Hatoor 10; Kiyahk 26; Mesra 15; Mesra 2; Mesra 21; Mesra 6; Tubah 24; Tubah 29; Tubah 30; Tut 10; Tut 20; Tut 29; Tut 5,56; 120; 235; 333; 359; 430; 873; 1467; 1817; 1873; 1882; 2439; 2585; 2703; 2724; 2759; 2931; 3752; 3949; 4074; 4118; 4162; 4271; 4343,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_b53357ba2439b88e5faa,Lk 9:18-27,vespers_gospel,,vespers_gospel,gospel,15,15,Amshir 11; Amshir 20; Babah 16; Babah 18; Baramhat 12; Baramhat 16; Baramhat 20; Baramhat 24; Baramhat 3; Barmuda 14; Barmuda 22; Bashans 4; Baunah 18; Hatur 2; Hatur 29,554; 586; 769; 1121; 2013; 2133; 2299; 2405; 2449; 2504; 2560; 2798; 2894; 3036; 3590,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_bbb864cf3f5191fc69c5,Matt 10:16-23,vespers_gospel,,vespers_gospel,gospel,21,21,Abib 12; Abib 20; Abib 24; Abib 4; Amshir 25; Amshir 28; Amshir 6; Babah 15; Babah 19; Baramhat 18; Barmuda 2; Barmuda 20; Barmuda 24; Barmuda 26; Baunah 15; Baunah 4; Baunah 6; Hatur 15; Mesra 1; Mesra 9; Tubah 28,541; 601; 937; 1862; 1953; 2197; 2239; 2478; 2650; 2872; 2919; 2941; 3419; 3445; 3549; 3791; 3890; 3982; 4028; 4107; 4196,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_bffc6ba47cc313af9d35,Matt 9:9-13,vespers_gospel,,vespers_gospel,gospel,2,2,Babah 12; Bashans 15,508; 3176,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_c25c03f4f7cb51edf656,Lk 3:21-22,vespers_gospel,,vespers_gospel,gospel,1,1,Tubah 12,1669,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_c7deb5f754e217be96ea,Matt 18:1-7,vespers_gospel,,vespers_gospel,gospel,1,1,Tubah 3,1553,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_ccab95826fc87dbb6a67,Matt 16:24-28,vespers_gospel,,vespers_gospel,gospel,23,23,Abib 11; Abib 21; Abib 22; Al-Nasi 3; Amshir 13; Amshir 17; Amshir 23; Babah 10; Babah 4; Baramhat 13; Baramhat 30; Barmuda 18; Barmuda 27; Baunah 11; Baunah 13; Hatur 19; Kiyahk 14; Kiyahk 22; Kiyahk 8; Tubah 16; Tubah 27; Tut 11; Tut 22,129; 253; 402; 480; 991; 1250; 1328; 1424; 1713; 1851; 2039; 2093; 2172; 2419; 2628; 2847; 2953; 3504; 3525; 3879; 3994; 4005; 4485,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_cdab176cfc55e6981df0,Matt 10:24-33,vespers_gospel,,vespers_gospel,gospel,28,28,Abib 19; Abib 30; Abib 6; Babah 26; Baramhat 1; Baramhat 19; Baramhat 7; Barmuda 13; Barmuda 15; Barmuda 29; Barmuda 4; Bashans 22; Bashans 3; Baunah 1; Baunah 10; Baunah 22; Baunah 25; Hatur 22; Hatur 26; Mesra 20; Mesra 26; Tubah 1; Tubah 19; Tubah 20; Tut 15; Tut 24; Tut 27; Tut 28,178; 272; 311; 323; 689; 1033; 1084; 1523; 1754; 1764; 2274; 2353; 2490; 2681; 2787; 2812; 2975; 3022; 3259; 3378; 3494; 3640; 3674; 3813; 3971; 4096; 4333; 4403,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d2857a5170e70b6bb682,Matt 4:12-17,vespers_gospel,,vespers_gospel,gospel,3,3,Bashans 24; Baunah 8; Feast of St. Joseph the Carpenter,3285; 3468; 4052,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d6caf41e966966e74d78,Matt 19:1-12,vespers_gospel,,vespers_gospel,gospel,1,1,Tubah 13,1679,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_dee346ab20e506858ca5,Mark 6:6-13,vespers_gospel,,vespers_gospel,gospel,7,7,Abib 2; Abib 9; Babah 30; Barmuda 30; Bashans 23; Baunah 27; Hatur 20,740; 1003; 2989; 3273; 3700; 3762; 3854,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_e7e17e68ca54c1f75f65,Matt 25:14-23,vespers_gospel,,vespers_gospel,gospel,23,23,Abib 14; Abib 8; Amshir 1; Amshir 5; Babah 24; Babah 27; Baramhat 27; Baramhat 4; Barmuda 9; Bashans 13; Bashans 18; Bashans 19; Baunah 17; Baunah 23; Baunah 5; Hatur 3; Hatur 9; Kiyahk 9; Mesra 19; Mesra 25; Tubah 22; Tubah 9; Tut 12,140; 665; 702; 784; 862; 1263; 1632; 1791; 1892; 1939; 2314; 2594; 2735; 3154; 3210; 3225; 3432; 3577; 3652; 3840; 3915; 4318; 4388,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_ea79bdd54bf7cef2a9eb,Matt 10:34-42,vespers_gospel,,vespers_gospel,gospel,30,30,Abib 10; Abib 13; Al-Nasi 1; Al-Nasi 5; Amshir 22; Amshir 24; Babah 23; Baramhat 17; Baramhat 2; Baramhat 5; Barmuda 19; Bashans 11; Bashans 17; Bashans 27; Baunah 14; Baunah 3; Hatur 14; Hatur 23; Hatur 28; Hatur 4; Kiyahk 10; Kiyahk 19; Kiyahk 27; Mesra 11; Mesra 24; Mesra 5; Tubah 18; Tubah 23; Tubah 26; Tut 9,106; 649; 795; 922; 1043; 1106; 1275; 1387; 1476; 1738; 1803; 1840; 2158; 2182; 2284; 2325; 2463; 2857; 3121; 3196; 3320; 3404; 3534; 3865; 3901; 4151; 4219; 4374; 4462; 4505,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_f0b6dc17cd9e0dedaf2d,Matt 13:44-52,vespers_gospel,,vespers_gospel,gospel,3,3,Baunah 12; Feast of Nayrouz; Hatur 12,2; 894; 3514,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_f71ad9397c837206e5c4,Lk 4:38-41,vespers_gospel,,vespers_gospel,gospel,1,1,Al-Nasi 2,4472,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_0719aba1fd722ef13383,Ps 132:10 (LXX Ps 131:10),vespers_psalm,,vespers_psalm,psalm,18,18,Amshir 14; Amshir 18; Amshir 27; Babah 3; Babah 5; Babah 9; Bashans 12; Bashans 28; Hatur 17; Hatur 21; Hatur 6; Kiyahk 1; Kiyahk 15; Mesra 14; Mesra 29; Tubah 7; Tut 13; Tut 30,151; 342; 385; 413; 463; 821; 963; 1014; 1152; 1338; 1598; 2049; 2103; 2221; 3135; 3334; 4254; 4435,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_104446c92657ae394f41,Ps 42:2 (LXX Ps 41:2),vespers_psalm,,vespers_psalm,psalm,1,1,Tubah 10,1644,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_13c299dc39a55b6388b2,Ps 68:11 (LXX Ps 67:11),vespers_psalm,,vespers_psalm,psalm,11,11,Abib 18; Abib 29; Abib 5; Amshir 10; Amshir 21; Baramhat 8; Barmuda 17; Bashans 26; Hatur 18; Kiyahk 21; Kiyahk 4,979; 1195; 1412; 2000; 2146; 2362; 2835; 3308; 3801; 3957; 4082,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_15681ed41647cf793d1e,Ps 96:1-2 (LXX Ps 95:1-2),vespers_psalm,,vespers_psalm,psalm,1,1,Feast of Nayrouz,1,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_1d2188970efd656b4a60,Ps 52:8 (LXX Ps 51:8),vespers_psalm,,vespers_psalm,psalm,1,1,Tut 2,13,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_1d3014c274ffe6250b40,Ps 89:29 (LXX Ps 88:29),vespers_psalm,,vespers_psalm,psalm,15,15,Amshir 11; Amshir 20; Babah 16; Babah 18; Baramhat 12; Baramhat 16; Baramhat 20; Baramhat 24; Baramhat 3; Barmuda 14; Barmuda 22; Bashans 4; Baunah 18; Hatur 2; Hatur 29,553; 585; 768; 1120; 2012; 2132; 2298; 2404; 2448; 2503; 2559; 2797; 2893; 3035; 3589,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_1e1d3159311c3bcd3ac6,Ps 64:10 (LXX Ps 63:10),vespers_psalm,,vespers_psalm,psalm,5,5,Baramhat 11; Baramhat 14; Barmuda 21; Tut 21; Tut 23,243; 262; 2394; 2429; 2883,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_233081e7c419a7bf5fdd,Ps 87:7 (LXX Ps 86:7),vespers_psalm,,vespers_psalm,psalm,5,5,Bashans 1; Baunah 21; Kiyahk 3; Mesra 16; Tubah 21,1185; 1778; 3001; 3627; 4281,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_2be940478829522f1d70,Ps 50:23 (LXX Ps 49:23),vespers_psalm,,vespers_psalm,psalm,1,1,Kiyahk 28,1490,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_2e20ec6804f9de178f83,Ps 149:1-2,vespers_psalm,,vespers_psalm,psalm,2,2,Baunah 12; Hatur 12,893; 3513,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_32bc5e1d68b32f0bee91,Ps 32:11 (LXX Ps 31:11),vespers_psalm,,vespers_psalm,psalm,21,21,Abib 7; Amshir 1; Amshir 2; Babah 20; Babah 24; Baramhat 4; Barmuda 9; Bashans 13; Bashans 19; Baunah 17; Baunah 23; Baunah 5; Hatur 3; Hatur 9; Kiyahk 25; Kiyahk 7; Kiyahk 9; Mesra 5; Tubah 22; Tubah 26; Tut 12,138; 612; 662; 782; 860; 1235; 1260; 1452; 1788; 1837; 1890; 1902; 2312; 2732; 3151; 3222; 3429; 3574; 3649; 3825; 4148,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3d25e7b88d1bb4c5edb5,Ps 89:19-21 (LXX Ps 88:19-21),vespers_psalm,,vespers_psalm,psalm,27,27,Abib 10; Abib 13; Al-Nasi 5; Amshir 22; Amshir 24; Babah 23; Baramhat 17; Baramhat 2; Baramhat 5; Barmuda 19; Bashans 11; Bashans 17; Bashans 27; Baunah 14; Baunah 3; Hatur 14; Hatur 23; Hatur 28; Hatur 4; Kiyahk 10; Kiyahk 19; Kiyahk 27; Mesra 11; Mesra 24; Tubah 18; Tubah 23; Tut 9,105; 648; 794; 921; 1042; 1105; 1274; 1386; 1475; 1737; 1802; 2157; 2181; 2283; 2324; 2462; 2856; 3120; 3195; 3319; 3403; 3533; 3864; 3900; 4218; 4373; 4504,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3ebb200b973b2da07ef5,Ps 112:9 (LXX Ps 111:9),vespers_psalm,,vespers_psalm,psalm,6,6,Amshir 15; Baunah 16; Hatur 16; Kiyahk 11; Kiyahk 2; Tubah 17,949; 1170; 1290; 1724; 2067; 3561,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_422fbfe3ce63e66b1d75,Ps 31:23 (LXX Ps 30:23),vespers_psalm,,vespers_psalm,psalm,1,1,Mesra 26,4401,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_42c2ee213a2981373d2c,Ps 84:3-4 (LXX Ps 83:3-4),vespers_psalm,,vespers_psalm,psalm,3,3,Baramhat 28; Bashans 9; Tut 16,190; 2606; 3098,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_43d23fe24c6b63891174,Ps 46:7 (LXX Ps 45:7),vespers_psalm,,vespers_psalm,psalm,7,7,Abib 23; Babah 29; Baramhat 6; Hatur 27; Hatur 5; Kiyahk 16; Mesra 10,727; 809; 1094; 1355; 2339; 4015; 4207,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_44dfd507e3fa543925a5,Ps 40:2-3 (LXX Ps 39:2-3),vespers_psalm,,vespers_psalm,psalm,11,11,Abib 15; Amshir 30; Amshir 9; Bashans 14; Bashans 2; Bashans 21; Bashans 29; Baunah 24; Kiyahk 17; Mesra 3; Tut 14,167; 1366; 1990; 2261; 3011; 3165; 3248; 3350; 3663; 3927; 4126,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_48946aec0372624b1ff4,Ps 115:12-13 (LXX Ps 113:12-13),vespers_psalm,,vespers_psalm,psalm,1,1,Tubah 3,1552,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_48e4d010b6ec36c5473d,Ps 132:18 (LXX Ps 131:18),vespers_psalm,,vespers_psalm,psalm,18,18,Amshir 14; Amshir 18; Amshir 27; Babah 3; Babah 5; Babah 9; Bashans 12; Bashans 28; Hatur 17; Hatur 21; Hatur 6; Kiyahk 1; Kiyahk 15; Mesra 14; Mesra 29; Tubah 7; Tut 13; Tut 30,153; 344; 387; 415; 465; 823; 965; 1016; 1154; 1340; 1600; 2051; 2105; 2223; 3137; 3336; 4256; 4437,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_4986666882db218c628d,Ps 99:6-7 (LXX Ps 98:6-7),vespers_psalm,,vespers_psalm,psalm,2,2,Baramhat 21; Mesra 13,2517; 4241,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_49b5058753b4917cc24a,Ps 45:6 (LXX Ps 44:6),vespers_psalm,,vespers_psalm,psalm,1,1,Tut 19,220,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_49ec2692527bb2cc95ab,Ps 18:39 (LXX Ps 17:39),vespers_psalm,,vespers_psalm,psalm,18,18,Abib 20; Abib 25; Amshir 25; Amshir 28; Babah 15; Babah 19; Babah 28; Babah 8; Baramhat 18; Barmuda 2; Barmuda 20; Barmuda 24; Barmuda 26; Barmuda 28; Bashans 25; Baunah 6; Hatur 25; Tubah 5,451; 540; 600; 715; 1070; 1576; 2196; 2238; 2477; 2649; 2871; 2918; 2940; 2963; 3297; 3444; 3981; 4039,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
